,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
455878,10785045,1768177,18900.0,18900.0,18900.0, 36 months,8.9,600.14,0.0,4.0,8.0,RENT,70000.0,Verified,Jan-2014,n,credit_card,Credit card refinancing,949xx,CA,24.81,0.0,368.0,0.0,9.0,1.0,24581.0,69.0,33.0,w,0.0,0.0,19176.94,19176.94,18900.0,276.94,0.0,0.0,0.0,Mar-2014,18576.8,,May-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,26244.0,35600.0
39640,151607,151590,1500.0,1500.0,875.0, 36 months,14.7,51.78,4.0,24.0,0.0,RENT,25000.0,Not Verified,Nov-2007,n,other,PLEASE HELP WHEN IT'S NEEDED THE MOST!!!,215xx,MD,3.84,1.0,536.0,1.0,4.0,0.0,1238.0,61.9,6.0,f,0.0,0.0,1664.57,971.01,1500.0,164.57,0.0,0.0,0.0,Sep-2008,1199.4,,Aug-2008,0.0,1.0,INDIVIDUAL,0.0,,,
24082,605519,776811,25000.0,16650.0,16431.0325215, 60 months,10.36,356.72,1.0,9.0,10.0,RENT,143500.0,Not Verified,Nov-2010,n,credit_card,Credit Card Loan,328xx,FL,17.82,0.0,427.0,0.0,8.0,0.0,37916.0,61.4,35.0,f,0.0,0.0,20997.3953198,20649.26,16650.0,4347.4,0.0,0.0,0.0,Jul-2014,5684.96,,Aug-2014,0.0,1.0,INDIVIDUAL,0.0,,,
245290,35803303,38488729,6400.0,6400.0,6400.0, 36 months,11.99,212.55,1.0,9.0,6.0,RENT,58000.0,Source Verified,Nov-2014,n,debt_consolidation,Debt consolidation,921xx,CA,3.7,0.0,519.0,1.0,8.0,1.0,6472.0,23.4,15.0,f,0.0,0.0,6918.21,6918.21,6400.0,518.21,0.0,0.0,0.0,Dec-2015,2376.14,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,6472.0,27600.0
16429,733391,929752,12000.0,12000.0,11750.0, 36 months,11.11,393.5,1.0,9.0,10.0,RENT,42000.0,Source Verified,Apr-2011,n,credit_card,consolidation,900xx,CA,8.34,0.0,517.0,0.0,10.0,0.0,11048.0,88.9,16.0,f,0.0,0.0,14102.13,13808.17,12000.0,2102.13,0.0,0.0,0.0,Dec-2013,2359.38,,Mar-2015,0.0,1.0,INDIVIDUAL,0.0,,,
145346,4524616,5786774,15000.0,15000.0,15000.0, 36 months,19.72,555.32,3.0,19.0,1.0,RENT,48000.0,Not Verified,Apr-2013,n,other,Consoldate,455xx,OH,14.2,0.0,299.0,0.0,4.0,1.0,7201.0,70.6,6.0,w,0.0,0.0,19663.4768195,19663.48,15000.0,4663.48,0.0,0.0,0.0,Sep-2015,62.71,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,10424.0,10200.0
27786,548481,707113,3500.0,3500.0,3500.0, 36 months,11.86,116.02,1.0,9.0,0.0,RENT,30000.0,Source Verified,Jul-2010,n,debt_consolidation,alex,750xx,TX,11.04,2.0,547.0,0.0,5.0,0.0,665.0,27.7,9.0,f,0.0,0.0,4113.57,4113.57,3500.01,613.56,0.0,0.0,0.0,Oct-2012,1226.09,,Oct-2012,0.0,1.0,INDIVIDUAL,0.0,,,
175313,2944892,3557074,35000.0,35000.0,35000.0, 60 months,22.47,976.04,4.0,24.0,1.0,RENT,200000.0,Verified,Jan-2013,n,other,taxloan,602xx,IL,10.93,0.0,215.0,0.0,11.0,0.0,25671.0,49.0,26.0,f,0.0,0.0,17046.99,17046.99,4668.74,8014.45,0.0,4363.8,43.638000000000005,Feb-2014,976.04,,Jul-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,55936.0,52400.0
173176,2838564,3421188,25000.0,25000.0,25000.0, 60 months,20.49,669.19,4.0,20.0,1.0,MORTGAGE,75000.0,Verified,Jan-2013,n,debt_consolidation,debtfree,841xx,UT,6.83,0.0,528.0,0.0,11.0,0.0,7881.0,54.7,15.0,w,0.0,0.0,13026.06,13026.06,4103.02,5934.83,0.0,2988.21,29.8821,Apr-2014,669.19,,Sep-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,199426.0,14400.0
423559,12957662,14989849,18000.0,18000.0,18000.0, 36 months,10.99,589.22,1.0,6.0,10.0,MORTGAGE,110000.0,Not Verified,Mar-2014,n,debt_consolidation,Debt consolidation,183xx,PA,19.85,0.0,287.0,0.0,18.0,0.0,40226.0,45.2,28.0,f,0.0,0.0,6742.72,6742.72,3505.8,1207.96,0.0,2028.96,365.2128,Nov-2014,589.22,,Apr-2015,0.0,1.0,INDIVIDUAL,0.0,500.0,224474.0,89000.0
224409,1173168,1414739,10000.0,10000.0,9750.0, 36 months,9.76,321.55,1.0,5.0,8.0,RENT,106000.0,Source Verified,Mar-2012,n,credit_card,Lending Club Credit card Loan,190xx,PA,3.75,0.0,548.0,0.0,4.0,0.0,5214.0,57.9,8.0,f,0.0,0.0,11234.58,10953.69,10000.0,1234.58,0.0,0.0,0.0,Nov-2013,5139.89,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
228602,1101594,1337990,8000.0,8000.0,8000.0, 36 months,16.29,282.41,3.0,15.0,10.0,RENT,29376.0,Not Verified,Jan-2012,n,debt_consolidation,Good,906xx,CA,12.15,0.0,370.0,1.0,11.0,0.0,6075.0,85.6,24.0,f,0.0,0.0,10164.1192432,10164.12,8000.0,2164.12,0.0,0.0,0.0,Jan-2015,288.27,,Jan-2015,0.0,1.0,INDIVIDUAL,0.0,,,
401635,14758920,16831363,9775.0,9775.0,9775.0, 36 months,16.59,346.52,3.0,15.0,1.0,MORTGAGE,50870.0,Verified,Apr-2014,n,debt_consolidation,Debt consolidation,491xx,MI,26.23,0.0,346.0,3.0,10.0,0.0,4362.0,80.0,19.0,w,0.0,0.0,4851.28,4851.28,3240.54,1610.74,0.0,0.0,0.0,Jun-2015,346.52,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,23061.0,5450.0
324566,24214705,26617607,25375.0,25375.0,25375.0, 60 months,19.52,665.53,4.0,21.0,7.0,MORTGAGE,60424.0,Source Verified,Aug-2014,n,debt_consolidation,Debt consolidation,762xx,TX,21.25,0.0,474.0,0.0,8.0,0.0,18459.0,92.8,20.0,w,0.0,0.0,27710.27,27710.27,25375.0,2335.27,0.0,0.0,0.0,Jan-2015,25048.15,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,157530.0,19700.0
98727,6885245,8527340,9600.0,9600.0,9550.0, 36 months,17.56,344.95,3.0,15.0,4.0,RENT,60000.0,Not Verified,Sep-2013,n,debt_consolidation,Credit Card Refinancing,068xx,CT,17.7,2.0,577.0,0.0,8.0,0.0,4539.0,56.7,10.0,f,0.0,0.0,12037.6393206,11974.95,9600.0,2437.64,0.0,0.0,0.0,Aug-2015,4449.64,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,86.0,25342.0,8000.0
38008,66749,246329,10625.0,10625.0,5325.17202492, 36 months,13.47,360.43,2.0,13.0,1.0,MORTGAGE,34000.0,Not Verified,Dec-2008,n,debt_consolidation,dorf,386xx,MS,22.09,0.0,379.0,2.0,5.0,1.0,13846.0,71.0,16.0,f,0.0,0.0,12973.29,6105.45,10625.0,2348.29,0.0,0.0,0.0,Jan-2012,370.44,,Dec-2011,0.0,1.0,INDIVIDUAL,0.0,,,
207813,1420023,1670410,13000.0,13000.0,13000.0, 36 months,20.49,486.38,4.0,20.0,0.0,RENT,50000.0,Not Verified,Jul-2012,n,debt_consolidation,Credit Card Consolidation,809xx,CO,17.09,0.0,539.0,0.0,13.0,0.0,16326.0,94.4,17.0,f,0.0,0.0,16907.7545178,16907.75,13000.0,3907.75,0.0,0.0,0.0,Jul-2014,5728.04,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
67957,8644680,8725157,2175.0,2175.0,2175.0, 36 months,16.2,76.69,2.0,13.0,3.0,RENT,32500.0,Not Verified,Nov-2013,n,debt_consolidation,Plain Loan,945xx,CA,24.0,0.0,499.0,0.0,11.0,0.0,946.0,15.8,13.0,w,0.0,0.0,2438.81363758,2438.81,2175.0,263.81,0.0,0.0,0.0,Sep-2014,1748.6,,Mar-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,135120.0,6000.0
193595,1557259,1824008,13700.0,13700.0,13700.0, 36 months,6.62,420.65,0.0,1.0,1.0,MORTGAGE,90000.0,Not Verified,Oct-2012,n,home_improvement,Personal,895xx,NV,4.89,0.0,547.0,0.0,5.0,0.0,0.0,0.0,16.0,f,0.0,0.0,15141.0342617,15141.03,13700.0,1441.03,0.0,0.0,0.0,Oct-2015,431.88,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,116505.0,6300.0
178424,2474811,2966989,22250.0,22250.0,22250.0, 36 months,17.77,801.83,3.0,15.0,1.0,RENT,56000.0,Not Verified,Dec-2012,n,other,Christmas,601xx,IL,8.44,0.0,477.0,3.0,18.0,0.0,11635.0,12.5,35.0,f,0.0,0.0,28865.6887612,28865.69,22250.0,6615.69,0.0,0.0,0.0,Dec-2015,801.63,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,15277.0,93200.0
397794,14500122,16562401,14000.0,14000.0,14000.0, 36 months,11.99,464.94,1.0,7.0,8.0,MORTGAGE,160000.0,Not Verified,Apr-2014,n,debt_consolidation,Debt consolidation,220xx,VA,15.41,1.0,493.0,0.0,24.0,0.0,18253.0,60.4,36.0,w,0.0,0.0,14789.9282187,14789.93,14000.0,789.93,0.0,0.0,0.0,Nov-2014,12465.23,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,389646.0,30200.0
383088,17152795,19275335,4075.0,4075.0,4075.0, 36 months,14.99,141.25,2.0,14.0,10.0,RENT,40000.0,Verified,May-2014,n,debt_consolidation,Debt consolidation,328xx,FL,10.98,4.0,431.0,1.0,6.0,1.0,3419.0,75.0,27.0,f,0.0,0.0,4810.31,4810.31,4075.0,735.31,0.0,0.0,0.0,Dec-2015,2409.06,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,9588.0,4550.0
437994,11675469,13647616,30000.0,30000.0,30000.0, 36 months,14.16,1027.67,2.0,11.0,3.0,OWN,100000.0,Source Verified,Feb-2014,n,credit_card,Credit card refinancing,063xx,CT,23.12,0.0,408.0,0.0,25.0,0.0,33770.0,37.5,47.0,f,0.0,0.0,16942.72,16942.72,12072.33,4870.39,0.0,0.0,0.0,Aug-2015,500.0,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,94884.0,90000.0
757658,48011882,51251678,16300.0,16300.0,16300.0, 36 months,6.39,498.77,0.0,1.0,1.0,MORTGAGE,63960.0,Verified,May-2015,n,debt_consolidation,Debt consolidation,220xx,VA,21.76,0.0,409.0,0.0,7.0,0.0,6209.0,40.6,17.0,w,0.0,0.0,16849.3,16849.3,16300.0,549.3,0.0,0.0,0.0,Dec-2015,14320.74,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,342370.0,15300.0
383605,14919273,16991696,14000.0,14000.0,14000.0, 60 months,16.29,342.62,3.0,16.0,1.0,MORTGAGE,120000.0,Verified,May-2014,n,home_improvement,Home improvement,604xx,IL,7.93,0.0,383.0,1.0,12.0,0.0,13461.0,45.5,28.0,w,0.0,0.0,15735.7,15735.7,14000.0,1735.7,0.0,0.0,0.0,Mar-2015,12994.74,,Mar-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,317200.0,29600.0
3760,1013809,1241164,6850.0,6850.0,6850.0, 36 months,10.65,223.13,1.0,6.0,3.0,RENT,53000.0,Verified,Nov-2011,n,credit_card,CC refinance,945xx,CA,22.42,2.0,505.0,0.0,7.0,0.0,2173.0,58.7,14.0,f,0.0,0.0,3834.49,3834.49,2951.62,837.89,44.9727752794,0.0,0.0,Apr-2013,223.13,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
825744,41760568,44707296,28000.0,28000.0,28000.0, 36 months,7.89,876.0,0.0,4.0,1.0,MORTGAGE,180000.0,Verified,Mar-2015,n,credit_card,Credit card refinancing,079xx,NJ,7.33,3.0,358.0,0.0,12.0,0.0,28741.0,74.5,30.0,w,0.0,0.0,29235.44,29235.44,28000.0,1235.44,0.0,0.0,0.0,Oct-2015,23991.71,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,600623.0,38600.0
22198,633630,811752,7000.0,7000.0,7000.0, 36 months,9.25,223.42,1.0,6.0,10.0,RENT,60000.0,Not Verified,Dec-2010,n,debt_consolidation,pay off cc,325xx,FL,12.54,0.0,409.0,2.0,13.0,0.0,10264.0,27.2,24.0,f,0.0,0.0,8054.54,8054.54,7000.0,1039.6,14.9382329246,0.0,0.0,Jan-2014,253.02,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
107056,6287856,7819424,10000.0,10000.0,10000.0, 36 months,18.25,362.78,3.0,16.0,6.0,RENT,62000.0,Not Verified,Aug-2013,n,credit_card,Good Credit,333xx,FL,11.21,0.0,539.0,2.0,12.0,0.0,16951.0,66.7,19.0,f,0.0,0.0,5725.46,5725.46,3002.97,1712.33,0.0,1010.16,10.1016,Sep-2014,362.78,,Feb-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,16951.0,25000.0
191396,1611100,1882746,35000.0,35000.0,35000.0, 36 months,18.75,1278.55,3.0,17.0,1.0,RENT,110000.0,Source Verified,Oct-2012,n,credit_card,ccrefin,030xx,NH,9.51,0.0,512.0,0.0,9.0,0.0,24334.0,79.5,12.0,w,0.0,0.0,9414.27,9414.27,4565.15,3106.15,0.0,1742.97,313.7346,May-2013,1278.55,,Sep-2013,0.0,1.0,INDIVIDUAL,0.0,0.0,33249.0,30600.0
101525,6578184,8130232,15000.0,15000.0,15000.0, 60 months,15.88,363.82,2.0,13.0,9.0,RENT,49000.0,Verified,Aug-2013,n,debt_consolidation,One payment,981xx,WA,19.52,0.0,416.0,1.0,7.0,1.0,8612.0,72.4,18.0,w,0.0,0.0,19715.9,19715.9,15000.0,4715.9,0.0,0.0,0.0,Dec-2015,9883.82,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,39705.0,11900.0
860507,39651052,42474840,15000.0,15000.0,15000.0, 36 months,12.99,505.34,2.0,11.0,1.0,MORTGAGE,267000.0,Verified,Jan-2015,n,debt_consolidation,Debt consolidation,760xx,TX,16.18,1.0,352.0,1.0,20.0,0.0,42698.0,63.6,32.0,f,0.0,0.0,15728.15,15728.15,15000.0,728.15,0.0,0.0,0.0,May-2015,14233.78,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,612065.0,102100.0
86115,6919658,8561607,12000.0,12000.0,12000.0, 36 months,21.7,456.43,4.0,21.0,2.0,RENT,73000.0,Verified,Oct-2013,n,debt_consolidation,debt consolidation,191xx,PA,6.81,0.0,550.0,2.0,10.0,0.0,10674.0,48.3,15.0,w,0.0,0.0,15716.13,15716.13,12000.0,3716.13,0.0,0.0,0.0,Dec-2015,305.38,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,10674.0,22100.0
151499,4085413,5217703,5000.0,5000.0,5000.0, 36 months,18.75,182.65,3.0,17.0,6.0,RENT,52000.0,Not Verified,Apr-2013,n,debt_consolidation,Debt Consolidation Loan Request,666xx,KS,9.9,0.0,387.0,1.0,5.0,0.0,3062.0,87.5,9.0,f,0.0,0.0,5641.86,5641.86,5000.0,641.86,0.0,0.0,0.0,Jan-2014,4183.85,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,16432.0,3500.0
365502,19246291,21499060,19400.0,19400.0,19400.0, 60 months,23.43,551.7,5.0,25.0,6.0,OWN,64000.0,Verified,Jun-2014,n,debt_consolidation,Debt consolidation,310xx,GA,15.11,0.0,528.0,1.0,10.0,1.0,14408.0,80.9,27.0,w,0.0,0.0,23707.44,23707.44,19400.0,4307.44,0.0,0.0,0.0,Jun-2015,17638.74,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,139263.0,17800.0
286346,30255210,32798384,10000.0,10000.0,10000.0, 36 months,6.03,304.36,0.0,0.0,1.0,MORTGAGE,93000.0,Not Verified,Oct-2014,n,home_improvement,Home improvement,707xx,LA,0.74,0.0,461.0,0.0,13.0,0.0,2643.0,5.1,27.0,w,0.0,0.0,10183.78,10183.78,10000.0,183.78,0.0,0.0,0.0,Jan-2015,9578.41,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,192549.0,51800.0
112066,6291252,7842492,6800.0,6800.0,6800.0, 36 months,16.78,241.7,2.0,14.0,8.0,OWN,38000.0,Not Verified,Jul-2013,n,other,Money makes the world go around,108xx,NY,27.41,0.0,302.0,0.0,12.0,0.0,7959.0,44.5,16.0,f,0.0,0.0,4250.13,4250.13,2425.86,1196.14,0.0,628.13,113.0634,Oct-2014,241.7,,Mar-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,26556.0,17900.0
45850,9584917,11437044,20000.0,20000.0,19850.0, 36 months,7.9,625.81,0.0,3.0,0.0,OWN,55000.0,Verified,Dec-2013,n,debt_consolidation,Credit Card Loan,913xx,CA,13.22,0.0,394.0,0.0,9.0,0.0,30607.0,42.3,13.0,f,0.0,0.0,21265.5980811,21106.11,20000.0,1265.6,0.0,0.0,0.0,Dec-2014,15008.61,,Dec-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,30607.0,72400.0
428559,12627304,14689471,18000.0,18000.0,18000.0, 60 months,12.99,409.47,1.0,9.0,7.0,RENT,100000.0,Verified,Mar-2014,n,debt_consolidation,Debt consolidation,100xx,NY,10.25,0.0,248.0,1.0,10.0,0.0,45.0,0.3,12.0,f,0.0,0.0,20429.48,20429.48,18000.0,2429.48,0.0,0.0,0.0,May-2015,1330.33,,Nov-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,20774.0,15500.0
39801,637278,816354,8500.0,8500.0,8500.0, 36 months,12.61,284.81,2.0,11.0,3.0,RENT,25000.0,Not Verified,Dec-2010,n,debt_consolidation,HCFCU and CARD,126xx,NY,18.38,0.0,503.0,4.0,12.0,0.0,6420.0,30.9,32.0,f,0.0,0.0,10230.43,10230.43,8500.0,1730.43,0.0,0.0,0.0,Oct-2013,1146.01,Nov-2013,Sep-2015,0.0,1.0,INDIVIDUAL,0.0,,,
87628,7286446,8928508,4250.0,4250.0,4250.0, 36 months,13.67,144.58,1.0,9.0,2.0,MORTGAGE,55000.0,Verified,Sep-2013,n,major_purchase,Engagement Ring,633xx,MO,16.71,0.0,438.0,0.0,8.0,1.0,703.0,12.1,23.0,f,0.0,0.0,5053.022069600001,5053.02,4250.0,803.02,0.0,0.0,0.0,Jul-2015,2016.99,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,1448.0,58060.0,5800.0
187816,1684526,1987277,9000.0,9000.0,9000.0, 36 months,15.8,315.53,2.0,12.0,1.0,RENT,103000.0,Source Verified,Nov-2012,n,debt_consolidation,Going Green,206xx,MD,10.29,0.0,512.0,1.0,11.0,0.0,5698.0,83.8,39.0,f,0.0,0.0,10950.0747789,10950.07,9000.0,1950.07,0.0,0.0,0.0,Sep-2014,4329.05,,Sep-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,216290.0,6800.0
42111,217413,217234,25000.0,25000.0,102.57, 36 months,10.78,815.87,2.0,10.0,2.0,MORTGAGE,86000.0,Not Verified,Jan-2008,n,small_business,Grand opening,330xx,FL,0.75,1.0,484.0,8.0,6.0,0.0,2718.0,19.3,14.0,f,0.0,0.0,29370.95,119.98,25000.0,4370.95,0.0,0.0,0.0,Jan-2011,816.96,Feb-2011,Jan-2011,0.0,1.0,INDIVIDUAL,0.0,,,
8669,861890,1074812,16000.0,16000.0,16000.0, 36 months,7.49,497.63,0.0,3.0,5.0,MORTGAGE,60000.0,Source Verified,Aug-2011,n,credit_card,credit card redo,760xx,TX,16.94,0.0,334.0,0.0,5.0,0.0,13795.0,60.0,27.0,f,0.0,0.0,17912.7551761,17912.76,16000.0,1912.76,0.0,0.0,0.0,Sep-2014,509.63,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,,,
86847,7437467,9099538,9000.0,9000.0,9000.0, 36 months,13.67,306.16,1.0,9.0,8.0,MORTGAGE,50000.0,Source Verified,Sep-2013,n,debt_consolidation,Consolidation,027xx,MA,17.18,0.0,470.0,1.0,10.0,1.0,6728.0,31.6,26.0,w,0.0,0.0,10275.11,10275.11,9000.0,1275.11,0.0,0.0,0.0,Dec-2014,6295.03,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,9050.0,21300.0
38753,347515,348091,7500.0,7500.0,818.74530698, 36 months,12.61,251.3,3.0,15.0,5.0,RENT,34780.0,Verified,May-2008,n,debt_consolidation,Two For One,762xx,TX,17.8,1.0,408.0,0.0,4.0,0.0,12893.0,76.7,31.0,f,0.0,0.0,9046.51,840.32,7500.0,1546.51,0.0,0.0,0.0,May-2011,252.45,,May-2011,0.0,1.0,INDIVIDUAL,0.0,,,
241926,36178640,38880200,15000.0,15000.0,15000.0, 36 months,6.03,456.54,0.0,0.0,5.0,OWN,88061.0,Source Verified,Dec-2014,n,debt_consolidation,Debt consolidation,850xx,AZ,1.32,0.0,95.0,1.0,6.0,0.0,0.0,0.0,14.0,w,0.0,0.0,15150.71,15150.71,15000.0,150.71,0.0,0.0,0.0,Feb-2015,14704.22,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,1382.0,85000.0
138251,5065424,6387642,12000.0,12000.0,11975.0, 36 months,10.16,388.11,1.0,5.0,1.0,MORTGAGE,69000.0,Not Verified,May-2013,n,debt_consolidation,debt consolidation/home improvement,949xx,CA,18.1,0.0,448.0,0.0,9.0,1.0,8856.0,40.3,15.0,f,0.0,0.0,13578.6644997,13550.39,12000.0,1578.66,0.0,0.0,0.0,Jan-2015,6214.92,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,47302.0,22000.0
94828,6939236,4377693,16000.0,16000.0,16000.0, 36 months,18.85,585.29,3.0,17.0,1.0,MORTGAGE,230000.0,Verified,Sep-2013,n,other,Home Improvement Loan,018xx,MA,11.6,0.0,332.0,1.0,24.0,0.0,34368.0,52.6,54.0,f,0.0,0.0,17427.273747400002,17427.27,16000.0,1427.27,0.0,0.0,0.0,Mar-2014,14501.72,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,201.0,437760.0,65300.0
826269,41670319,44607038,9350.0,9350.0,9350.0, 36 months,10.99,306.07,1.0,8.0,4.0,OWN,26000.0,Not Verified,Mar-2015,n,debt_consolidation,Debt consolidation,852xx,AZ,21.42,0.0,455.0,0.0,8.0,0.0,9198.0,55.7,33.0,w,0.0,0.0,10050.26,10050.26,9350.0,700.26,0.0,0.0,0.0,Nov-2015,7633.49,,Dec-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,13132.0,16500.0
354532,20449016,22711761,12075.0,12075.0,12075.0, 36 months,16.29,426.26,3.0,16.0,0.0,MORTGAGE,55000.0,Source Verified,Jul-2014,n,home_improvement,Home improvement,028xx,RI,12.04,2.0,579.0,0.0,9.0,0.0,2818.0,35.7,15.0,w,0.0,0.0,13315.16,13315.16,12075.0,1240.16,0.0,0.0,0.0,Mar-2015,10331.34,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,26750.0,7900.0
444067,11724955,13697105,35000.0,35000.0,35000.0, 36 months,12.85,1176.77,1.0,8.0,1.0,MORTGAGE,94000.0,Source Verified,Feb-2014,n,debt_consolidation,Debt consolidation,403xx,KY,17.75,0.0,422.0,1.0,11.0,0.0,51859.0,44.9,32.0,w,0.0,0.0,37439.9434452,37439.94,35000.0,2439.94,0.0,0.0,0.0,Sep-2014,30379.32,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,293821.0,115500.0
846144,40443194,43308000,12000.0,12000.0,12000.0, 36 months,6.03,365.23,0.0,0.0,10.0,MORTGAGE,195000.0,Source Verified,Feb-2015,n,credit_card,Credit card refinancing,631xx,MO,8.59,0.0,257.0,0.0,11.0,0.0,27967.0,28.8,25.0,w,0.0,0.0,12216.97,12216.97,12000.0,216.97,0.0,0.0,0.0,Jun-2015,8490.53,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,190494.0,97200.0
31264,498483,639307,6000.0,6000.0,5500.0, 36 months,10.25,194.31,1.0,6.0,5.0,RENT,29000.0,Not Verified,Apr-2010,n,small_business,this money will work for us,113xx,NY,2.65,0.0,570.0,0.0,7.0,0.0,589.0,1.7,10.0,f,0.0,0.0,6653.6,6098.93,6000.0,653.6,0.0,0.0,0.0,Aug-2011,2742.36,,Aug-2011,0.0,1.0,INDIVIDUAL,0.0,,,
381402,16312572,18415031,24500.0,24500.0,24500.0, 36 months,8.39,772.16,0.0,4.0,1.0,MORTGAGE,70000.0,Source Verified,Jun-2014,n,debt_consolidation,Debt consolidation,972xx,OR,24.42,0.0,431.0,0.0,8.0,0.0,26532.0,82.4,30.0,w,0.0,0.0,26283.61,26283.61,24500.0,1783.61,0.0,0.0,0.0,Jun-2015,17789.85,,Jun-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,231368.0,32200.0
95260,7094845,8756983,12000.0,12000.0,12000.0, 60 months,16.78,296.82,2.0,14.0,1.0,MORTGAGE,61000.0,Verified,Sep-2013,n,debt_consolidation,Debt Consolidation,750xx,TX,19.0,1.0,469.0,3.0,13.0,0.0,8528.0,46.9,25.0,f,0.0,0.0,15757.3799996,15757.38,12000.0,3757.38,0.0,0.0,0.0,Nov-2015,8336.88,,Jan-2016,0.0,1.0,INDIVIDUAL,0.0,0.0,208755.0,18200.0
182258,2305000,2737190,25000.0,25000.0,25000.0, 36 months,17.77,900.93,3.0,15.0,0.0,RENT,70000.0,Verified,Dec-2012,n,debt_consolidation,debt consolidation & pay off IRS,180xx,PA,11.83,0.0,492.0,0.0,11.0,0.0,16634.0,64.0,33.0,f,0.0,0.0,32214.4435986,32214.44,25000.0,7214.44,0.0,0.0,0.0,Jun-2015,6088.03,,Oct-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,21535.0,26007.0
370960,5784305,7216060,24000.0,24000.0,24000.0, 60 months,9.17,500.19,1.0,5.0,0.0,MORTGAGE,110000.0,Source Verified,Jun-2014,n,debt_consolidation,Debt consolidation,330xx,FL,17.91,0.0,516.0,0.0,20.0,0.0,9446.0,16.7,28.0,w,0.0,0.0,25063.7158398,25063.72,24000.0,1063.72,0.0,0.0,0.0,Dec-2014,22562.77,,Dec-2014,0.0,1.0,INDIVIDUAL,0.0,0.0,185387.0,56700.0
450474,11354974,13287132,21000.0,21000.0,21000.0, 60 months,14.47,493.77,2.0,11.0,10.0,RENT,84000.0,Verified,Feb-2014,n,debt_consolidation,Debt consolidation,451xx,OH,25.89,0.0,464.0,0.0,13.0,0.0,32067.0,55.2,30.0,f,0.0,0.0,25324.43,25324.43,21000.0,4324.43,0.0,0.0,0.0,Sep-2015,16436.57,,Sep-2015,0.0,1.0,INDIVIDUAL,0.0,0.0,291779.0,58100.0
